expense_id,incurred_on,department,category,amount,description
1664,2024-08-18,Finance,travel,2434.32,team offsite
1665,2024-04-08,Finance,recruiting,968.73,laptop
1666,2023-11-11,Support,travel,3800.74,laptop
1667,2024-11-21,Product,office,131.21,client dinner
1668,2024-11-27,Engineering,events,3621.08,laptop
1669,2023-11-26,Finance,cloud,1497.97,laptop
1670,2024-01-03,Engineering,events,3381.29,cloud overage
1671,2024-12-20,Product,travel,1764.0,job board
1672,2023-08-08,People,recruiting,423.78,laptop
1673,2024-12-02,Product,travel,1320.83,job board
1674,2024-05-09,People,training,2568.26,laptop
1675,2024-12-04,Sales,events,3556.21,team offsite
1676,2024-08-19,Product,cloud,3216.0,client dinner
1677,2024-07-12,Engineering,office,3673.92,conference travel
1678,2024-03-15,Sales,events,2255.86,cloud overage
1679,2024-10-01,Operations,events,427.25,conference travel
1680,2024-06-15,Support,cloud,562.87,job board
1681,2024-09-27,Support,travel,3748.95,client dinner
1682,2023-12-06,Marketing,office,2983.48,job board
1683,2024-09-19,Product,software,328.69,team offsite
1684,2024-03-08,Finance,software,135.43,cloud overage
1685,2024-05-01,Product,recruiting,1625.67,team offsite
1686,2023-10-13,Operations,cloud,3726.65,client dinner
1687,2024-02-02,Marketing,software,901.86,laptop
1688,2024-06-16,Marketing,events,981.88,training course
1689,2023-12-13,Finance,training,2510.05,cloud overage
1690,2023-09-07,Product,office,1822.12,cloud overage
1691,2024-11-25,Marketing,office,2198.45,cloud overage
1692,2024-10-24,Operations,training,2176.8,laptop
1693,2024-09-29,Finance,travel,1617.86,laptop
1694,2024-09-14,Operations,training,2532.5,laptop
1695,2023-10-05,Finance,travel,1098.31,job board
1696,2023-12-09,Support,software,1911.16,client dinner
1697,2024-12-30,Sales,cloud,1350.16,training course
1698,2023-12-09,Sales,cloud,3116.22,job board
1699,2024-08-27,Marketing,training,341.37,team offsite
1700,2024-05-31,Engineering,events,2441.86,conference travel
1701,2024-07-18,Product,office,2135.36,cloud overage
1702,2024-12-20,Support,training,394.95,training course
1703,2023-07-29,Sales,office,170.23,conference travel
1704,2023-08-04,Support,travel,2803.13,training course
1705,2024-03-20,Operations,software,1860.3,conference travel
1706,2024-05-21,Operations,office,3956.86,team offsite
1707,2023-10-24,Operations,events,3406.36,laptop
1708,2023-08-12,Operations,recruiting,1596.28,conference travel
1709,2024-07-02,Sales,training,1621.56,client dinner
1710,2024-02-06,Marketing,recruiting,2863.71,conference travel
1711,2023-10-14,Support,training,2881.4,client dinner
1712,2024-05-23,Sales,cloud,659.4,job board
1713,2024-03-12,Sales,events,3701.6,cloud overage
1714,2024-08-11,Finance,office,822.03,client dinner
1715,2023-10-13,People,recruiting,3922.67,training course
1716,2024-05-22,People,travel,3897.58,job board
1717,2024-06-07,Marketing,office,1462.26,job board
1718,2024-06-02,Operations,events,3148.31,job board
1719,2024-05-16,Marketing,recruiting,466.76,conference travel
1720,2024-05-25,Marketing,training,2249.26,laptop
1721,2023-07-12,Engineering,travel,89.18,conference travel
1722,2024-03-16,People,events,2626.14,job board
1723,2024-11-12,Marketing,recruiting,1191.17,cloud overage
1724,2024-02-22,Sales,training,3726.5,conference travel
1725,2023-12-07,Finance,events,2031.95,job board
1726,2024-08-15,Product,recruiting,489.15,cloud overage
1727,2023-11-19,Product,travel,2795.01,job board
1728,2023-12-31,Operations,recruiting,993.78,conference travel
1729,2024-12-24,Support,events,2964.37,laptop
1730,2023-07-25,Operations,office,1769.42,job board
1731,2023-08-19,Engineering,cloud,181.74,conference travel
1732,2023-08-18,Marketing,travel,2623.87,conference travel
1733,2024-10-02,Sales,travel,3610.66,job board
1734,2023-09-08,Product,travel,1636.6,conference travel
1735,2023-07-14,Sales,software,93.85,cloud overage
1736,2024-06-17,Finance,software,940.81,client dinner
1737,2023-11-12,Operations,cloud,751.88,team offsite
1738,2024-03-08,Sales,cloud,3405.88,cloud overage
1739,2023-09-28,Sales,office,1508.54,laptop
1740,2024-02-06,Marketing,events,588.94,job board
1741,2024-07-07,People,recruiting,830.86,laptop
1742,2023-12-19,Operations,training,738.02,laptop
1743,2024-05-27,Sales,software,2366.62,training course
1744,2024-12-18,Sales,events,1768.64,job board
1745,2024-10-29,Operations,events,1743.63,laptop
1746,2024-01-18,Marketing,training,2613.47,job board
1747,2024-02-12,Marketing,travel,1929.99,cloud overage
1748,2024-03-13,Support,events,1151.52,cloud overage
1749,2024-08-05,Finance,travel,2989.35,conference travel
1750,2024-06-04,Product,training,3050.08,cloud overage
1751,2024-07-21,People,events,1401.62,client dinner
1752,2023-11-11,Operations,software,3893.98,laptop
1753,2024-02-08,Support,travel,2853.55,training course
1754,2023-07-30,Product,recruiting,3451.32,conference travel
1755,2023-11-17,Engineering,cloud,2971.98,job board
1756,2024-10-16,Sales,office,1444.05,training course
1757,2024-12-11,Marketing,cloud,2457.5,laptop
1758,2024-07-28,Finance,software,140.91,client dinner
1759,2024-04-01,Marketing,office,2498.6,laptop
1760,2023-07-05,Operations,office,2529.71,cloud overage
1761,2023-07-25,Operations,events,817.38,training course
1762,2023-09-14,Operations,training,492.45,laptop
1763,2024-05-24,Support,software,625.84,job board
1764,2024-09-04,Support,training,3583.24,conference travel
1765,2024-05-23,Sales,events,259.46,client dinner
1766,2024-06-26,Operations,recruiting,2344.91,client dinner
1767,2024-01-24,Operations,office,2898.93,training course
1768,2023-10-04,Support,office,360.22,team offsite
1769,2024-06-22,Marketing,travel,3635.41,conference travel
1770,2023-09-21,Product,training,2238.67,team offsite
1771,2023-12-10,Operations,recruiting,150.98,team offsite
1772,2024-02-23,Sales,cloud,3304.95,laptop
1773,2024-06-01,Marketing,events,2777.71,conference travel
1774,2024-09-05,Engineering,cloud,3406.72,laptop
1775,2023-10-07,Finance,recruiting,2288.3,training course
1776,2024-07-02,Operations,travel,3023.49,team offsite
1777,2024-08-15,Product,recruiting,2985.37,laptop
1778,2023-11-11,Engineering,recruiting,3459.88,conference travel
1779,2024-02-26,Support,cloud,1838.67,job board
1780,2023-10-28,Support,recruiting,2849.18,conference travel
1781,2024-01-10,Finance,travel,1847.61,training course
1782,2024-08-06,Sales,travel,2703.52,conference travel
1783,2024-07-22,Sales,office,2042.79,laptop
1784,2023-11-06,Support,cloud,2435.35,client dinner
1785,2023-10-13,People,cloud,345.61,laptop
1786,2023-09-11,Sales,travel,690.3,job board
1787,2024-03-27,Sales,cloud,3292.11,conference travel
1788,2024-08-21,Support,software,221.16,client dinner
1789,2024-02-10,Finance,office,1378.1,cloud overage
1790,2024-12-11,Finance,software,28.39,client dinner
1791,2023-08-22,Product,travel,3676.56,training course
1792,2023-12-17,Engineering,software,338.06,job board
1793,2024-01-21,Product,events,1611.87,team offsite
1794,2023-10-09,Marketing,events,3105.07,cloud overage
1795,2023-09-19,Finance,office,1920.57,conference travel
1796,2023-10-26,Sales,software,137.06,client dinner
1797,2023-08-10,People,events,361.96,team offsite
1798,2024-12-04,Support,events,1894.63,team offsite
1799,2024-09-21,Operations,cloud,3707.12,client dinner
1800,2024-09-17,Engineering,cloud,893.18,training course
1801,2024-03-18,Marketing,travel,1376.64,job board
1802,2024-12-03,Product,office,3949.97,conference travel
1803,2023-09-16,Support,training,2906.66,team offsite
1804,2024-01-18,People,recruiting,3080.1,team offsite
1805,2024-11-06,Support,training,1885.67,job board
1806,2024-07-05,Support,training,489.51,conference travel
1807,2024-06-07,Product,office,1227.78,client dinner
1808,2024-08-06,Product,travel,1251.45,conference travel
1809,2024-03-10,People,software,2461.9,training course
1810,2024-05-14,Support,training,559.3,training course
1811,2024-01-25,Operations,travel,3274.13,client dinner
1812,2024-06-27,Sales,training,1922.54,client dinner
1813,2024-09-22,Engineering,office,539.04,conference travel
1814,2024-06-12,People,training,3151.92,training course
1815,2024-09-30,Engineering,events,3743.82,client dinner
1816,2023-12-14,People,travel,1591.08,cloud overage
1817,2023-12-04,Product,travel,2148.81,team offsite
1818,2024-04-05,People,office,2803.45,laptop
1819,2024-08-18,Product,travel,1179.88,conference travel
1820,2024-03-12,Sales,cloud,3995.18,client dinner
1821,2024-02-11,Finance,office,3278.24,conference travel
1822,2024-02-19,People,software,2732.32,laptop
1823,2024-12-11,Finance,training,1010.44,training course
1824,2024-09-30,Engineering,office,809.74,training course
1825,2024-09-11,Marketing,software,1068.22,laptop
1826,2023-08-29,Operations,office,574.74,team offsite
1827,2024-04-23,People,cloud,1899.82,training course
1828,2023-12-28,Support,travel,2907.84,team offsite
1829,2024-07-02,Operations,cloud,666.24,job board
1830,2024-04-08,Finance,office,1484.04,training course
1831,2024-04-07,Finance,events,1772.64,team offsite
1832,2024-04-22,Engineering,recruiting,3563.43,laptop
1833,2024-12-06,Product,recruiting,767.31,training course
1834,2024-03-13,Sales,office,1306.64,cloud overage
1835,2024-07-03,Finance,software,1684.13,training course
1836,2024-02-02,Finance,events,205.62,training course
1837,2023-11-15,People,office,3689.07,training course
1838,2024-07-13,Support,software,2881.83,laptop
1839,2023-08-31,Finance,recruiting,2557.87,conference travel
1840,2024-06-24,Product,software,1867.04,conference travel
1841,2024-09-23,Engineering,training,2868.13,job board
1842,2024-04-27,Support,office,2297.35,conference travel
1843,2023-12-12,Marketing,cloud,535.97,conference travel
1844,2024-07-23,Marketing,travel,1954.99,cloud overage
1845,2024-07-09,Marketing,travel,1522.47,training course
1846,2024-03-18,Sales,training,3817.21,team offsite
1847,2024-12-26,Operations,events,383.04,training course
1848,2023-10-05,Marketing,cloud,1434.64,job board
1849,2024-11-17,Sales,events,2594.13,client dinner
1850,2024-02-28,Product,recruiting,787.24,job board
1851,2024-07-11,Product,training,3185.45,cloud overage
1852,2023-08-21,Engineering,software,3289.21,job board
1853,2024-01-21,People,recruiting,459.61,laptop
1854,2024-06-23,Engineering,training,3383.47,laptop
1855,2024-09-14,Marketing,software,687.27,cloud overage
1856,2024-04-19,Product,events,3141.92,team offsite
1857,2024-06-09,Finance,software,608.25,cloud overage
1858,2024-07-18,Sales,office,2203.7,cloud overage
1859,2023-09-12,Marketing,training,1673.75,client dinner
1860,2024-07-24,Finance,office,880.72,conference travel
1861,2024-07-27,Support,office,2526.75,laptop
1862,2024-03-12,Sales,cloud,3909.21,cloud overage
1863,2023-08-20,Finance,events,1254.11,client dinner
1864,2023-11-08,Engineering,recruiting,1535.99,conference travel
1865,2024-01-25,Support,recruiting,3442.69,conference travel
1866,2023-09-26,People,office,1983.05,team offsite
1867,2023-10-27,Finance,training,3799.54,team offsite
1868,2024-03-31,People,recruiting,3615.17,cloud overage
1869,2024-12-27,Finance,recruiting,735.25,cloud overage
1870,2024-01-22,Support,office,2825.43,training course
1871,2023-10-30,Engineering,office,1635.59,laptop
1872,2023-10-09,People,cloud,1518.34,training course
1873,2023-11-24,Support,software,976.22,client dinner
1874,2023-08-06,Product,recruiting,1880.26,laptop
1875,2024-08-23,Marketing,training,604.59,laptop
1876,2023-11-22,Finance,recruiting,97.29,client dinner
1877,2023-11-11,Marketing,training,1912.22,laptop
1878,2023-08-29,Sales,cloud,1656.68,training course
1879,2024-04-01,Support,travel,1829.53,conference travel
1880,2024-08-06,Sales,events,3890.87,laptop
1881,2024-09-03,People,recruiting,539.01,laptop
1882,2023-12-10,Finance,software,3067.55,laptop
1883,2024-11-08,Engineering,recruiting,3958.37,cloud overage
1884,2024-11-12,Marketing,events,1287.27,laptop
1885,2024-06-14,Sales,training,1381.54,client dinner
1886,2023-08-12,Engineering,office,3750.44,training course
1887,2024-12-04,Marketing,training,3558.36,conference travel
1888,2023-08-29,Product,recruiting,2341.16,job board
1889,2023-09-22,Engineering,training,834.04,client dinner
1890,2024-12-10,People,training,3442.75,job board
1891,2023-09-29,Finance,office,3250.28,team offsite
1892,2024-04-30,Finance,travel,3983.93,laptop
1893,2023-11-13,People,training,822.65,client dinner
1894,2024-03-12,Engineering,events,746.2,cloud overage
1895,2024-03-24,People,software,3854.95,team offsite
1896,2023-09-06,Engineering,recruiting,1975.53,cloud overage
1897,2023-08-05,Sales,software,1804.04,team offsite
1898,2024-09-29,People,training,2533.4,laptop
1899,2023-11-28,Sales,office,77.47,team offsite
1900,2024-09-08,Sales,recruiting,1629.44,cloud overage
1901,2024-10-25,Engineering,travel,1975.74,cloud overage
1902,2024-02-28,Sales,recruiting,879.78,job board
1903,2023-11-07,Engineering,events,3536.66,training course
1904,2024-02-26,Finance,software,951.95,laptop
1905,2024-10-01,Marketing,events,3795.56,cloud overage
1906,2024-08-07,Finance,recruiting,3777.85,training course
1907,2024-07-10,Support,travel,2097.8,training course
1908,2024-02-16,Operations,travel,1743.63,cloud overage
1909,2023-09-16,Support,recruiting,3025.52,cloud overage
1910,2023-09-17,Product,software,875.79,conference travel
1911,2024-06-12,Engineering,training,709.74,cloud overage
1912,2024-07-09,Sales,office,3686.53,conference travel
1913,2023-08-11,Support,training,1755.6,conference travel
1914,2023-09-13,Operations,recruiting,2944.22,team offsite
1915,2023-09-13,Support,recruiting,3791.21,training course
1916,2024-06-15,Sales,cloud,709.43,laptop
1917,2024-08-13,People,training,459.24,laptop
1918,2023-08-16,Finance,cloud,542.0,job board
1919,2024-09-17,Finance,office,2795.6,laptop
1920,2023-12-10,Finance,software,2372.5,job board
1921,2024-01-16,Operations,recruiting,1205.81,cloud overage
1922,2023-12-26,Sales,software,513.23,conference travel
1923,2024-09-11,Product,recruiting,3818.65,conference travel
1924,2024-01-12,Support,events,2375.88,job board
1925,2024-12-01,Finance,events,2787.0,client dinner
1926,2024-06-25,Support,software,709.52,cloud overage
1927,2023-08-05,Support,cloud,374.48,laptop
1928,2024-04-12,Marketing,office,2290.2,team offsite
1929,2023-09-08,Engineering,software,2564.31,team offsite
1930,2024-11-07,Marketing,events,3352.45,conference travel
1931,2024-09-20,Operations,software,2479.24,cloud overage
1932,2023-10-24,Product,training,3099.79,client dinner
1933,2023-09-05,Support,cloud,230.48,team offsite
1934,2023-10-16,People,events,1165.57,training course
1935,2023-08-19,Finance,recruiting,2845.77,cloud overage
1936,2024-12-06,Operations,travel,943.26,job board
1937,2024-06-10,Engineering,office,1687.74,team offsite
1938,2024-03-21,Operations,cloud,179.26,client dinner
1939,2023-11-28,Marketing,software,3421.34,conference travel
1940,2023-10-18,Sales,events,1644.74,job board
1941,2023-12-30,Marketing,office,3468.76,training course
1942,2023-12-23,Operations,events,3788.8,job board
1943,2023-09-19,Sales,recruiting,2644.45,cloud overage
1944,2024-08-18,Finance,recruiting,2542.39,training course
1945,2024-01-01,Finance,recruiting,3298.51,training course
1946,2023-12-12,Finance,travel,3564.77,cloud overage
1947,2024-09-14,Marketing,recruiting,1100.76,team offsite
1948,2024-05-24,Engineering,travel,74.17,laptop
1949,2023-12-16,Marketing,training,803.83,training course
1950,2024-10-26,Support,software,2111.11,job board
1951,2024-07-27,Sales,training,3070.95,client dinner
1952,2024-01-08,Marketing,training,1598.7,client dinner
1953,2024-02-28,Finance,software,1932.35,cloud overage
1954,2024-06-22,Support,travel,3422.55,client dinner
1955,2024-01-10,Finance,software,1641.75,team offsite
1956,2024-11-04,Support,software,2743.82,conference travel
1957,2023-08-11,Marketing,recruiting,490.81,client dinner
1958,2024-08-13,People,training,3103.16,training course
1959,2024-02-05,Finance,software,1050.37,conference travel
1960,2024-07-08,Finance,training,449.45,cloud overage
1961,2024-03-07,Product,events,932.05,job board
1962,2024-09-06,Operations,office,2699.96,conference travel
1963,2023-10-05,Sales,events,1569.21,laptop
1964,2023-08-01,Sales,recruiting,1699.04,job board
1965,2024-10-31,Marketing,cloud,2684.12,client dinner
1966,2024-02-26,Finance,events,88.11,client dinner
1967,2023-09-20,Sales,events,3836.78,laptop
1968,2024-02-16,Operations,recruiting,3615.06,conference travel
1969,2024-08-08,Support,training,3237.04,conference travel
1970,2023-08-23,Marketing,recruiting,2943.39,laptop
1971,2024-05-03,Product,software,2130.97,client dinner
1972,2024-12-03,Product,office,3137.58,conference travel
1973,2024-10-12,Engineering,recruiting,1378.6,conference travel
1974,2024-08-26,Finance,events,2925.91,job board
1975,2024-03-05,Support,recruiting,3135.49,conference travel
1976,2024-05-18,Marketing,travel,1092.56,client dinner
1977,2024-06-12,Operations,events,2101.13,client dinner
1978,2024-12-12,Engineering,recruiting,2851.54,team offsite
1979,2024-01-03,Operations,cloud,3667.37,laptop
1980,2024-01-11,Product,office,2097.84,client dinner
1981,2023-12-15,People,training,3565.5,training course
1982,2024-05-08,Marketing,recruiting,1402.76,team offsite
1983,2024-09-20,Marketing,software,240.91,training course
1984,2023-08-26,Operations,events,1984.68,job board
1985,2024-10-23,Finance,office,3699.08,team offsite
1986,2024-07-28,Operations,cloud,2581.03,laptop
1987,2023-09-22,Engineering,software,1081.2,conference travel
1988,2024-03-16,Support,training,2268.5,client dinner
1989,2024-03-18,Engineering,cloud,374.73,client dinner
1990,2023-10-25,People,recruiting,2363.01,team offsite
1991,2024-08-23,Sales,software,3976.72,team offsite
1992,2024-08-27,Marketing,office,1421.86,conference travel
1993,2023-08-31,Marketing,software,1075.26,cloud overage
1994,2023-07-02,Product,recruiting,108.59,cloud overage
1995,2024-01-30,Sales,cloud,3337.78,conference travel
1996,2024-01-04,Finance,travel,1041.3,training course
1997,2024-12-16,Operations,events,1829.76,training course
1998,2023-09-22,Product,recruiting,2149.22,cloud overage
1999,2023-12-11,Product,recruiting,359.05,client dinner
2000,2023-10-29,Finance,travel,2540.29,cloud overage
2001,2023-09-18,People,recruiting,1330.0,training course
2002,2024-09-28,Support,travel,1686.91,cloud overage
2003,2023-08-15,Engineering,events,2596.15,team offsite
2004,2024-11-16,Marketing,recruiting,3645.26,job board
2005,2024-02-02,Product,office,2258.52,job board
2006,2024-05-20,Sales,travel,1290.17,team offsite
2007,2024-08-15,Engineering,training,2433.39,laptop
2008,2023-12-15,Finance,training,2057.16,team offsite
2009,2024-09-04,Sales,travel,1041.01,cloud overage
2010,2024-09-15,Product,recruiting,128.12,team offsite
2011,2023-10-21,Operations,cloud,3801.45,conference travel
2012,2023-07-15,Support,training,2456.74,training course
2013,2024-02-16,Product,recruiting,1472.34,client dinner
2014,2023-10-07,Sales,events,3063.27,training course
2015,2024-03-21,Sales,training,3090.19,conference travel
2016,2023-12-11,Sales,training,38.28,laptop
2017,2023-08-26,Operations,recruiting,2725.51,conference travel
2018,2023-11-20,Product,travel,223.22,job board
2019,2023-11-16,Support,travel,3161.73,laptop
2020,2024-11-09,Finance,cloud,2606.81,training course
2021,2024-08-18,Finance,events,2788.68,client dinner
2022,2023-11-26,Engineering,travel,778.03,laptop
2023,2023-11-13,People,cloud,1165.28,conference travel
2024,2023-09-20,Finance,travel,384.69,conference travel
2025,2024-07-30,Engineering,office,2073.12,client dinner
2026,2023-08-04,Marketing,training,163.77,cloud overage
2027,2024-08-29,Support,training,2609.67,job board
2028,2024-04-21,Finance,software,3242.25,laptop
2029,2023-10-10,Support,travel,2184.66,client dinner
2030,2024-01-08,People,cloud,3801.46,job board
2031,2024-11-05,People,travel,2915.67,training course
2032,2024-10-26,Operations,travel,2757.58,cloud overage
2033,2024-07-08,Operations,events,163.86,team offsite
2034,2024-05-21,Engineering,training,3495.16,team offsite
2035,2024-10-25,Support,office,1294.55,cloud overage
2036,2024-08-03,Marketing,software,3542.15,job board
2037,2024-05-01,Marketing,recruiting,518.82,job board
2038,2024-12-26,People,travel,3376.64,conference travel
2039,2024-11-05,Product,recruiting,2531.07,cloud overage
2040,2024-07-31,Marketing,events,715.2,job board
2041,2024-11-29,Sales,office,785.77,conference travel
2042,2024-01-25,Marketing,training,1984.71,client dinner
2043,2024-08-22,Marketing,cloud,3351.17,laptop
2044,2024-02-03,Marketing,travel,884.44,job board
2045,2023-12-13,Operations,recruiting,2546.94,job board
2046,2023-10-26,Operations,recruiting,1208.29,cloud overage
2047,2024-02-16,Sales,software,2633.81,cloud overage
2048,2024-08-10,Sales,recruiting,3933.04,client dinner
2049,2023-07-03,Marketing,travel,1803.64,client dinner
2050,2023-12-17,Support,training,3434.39,team offsite
2051,2024-04-08,Product,recruiting,3567.25,team offsite
2052,2023-07-05,Support,cloud,3280.32,laptop
2053,2024-07-09,Sales,cloud,3209.97,client dinner
2054,2023-08-02,Marketing,office,2174.08,conference travel
2055,2024-06-22,Marketing,events,460.23,job board
2056,2023-11-29,Operations,recruiting,2958.55,cloud overage
2057,2023-07-30,Marketing,travel,3487.24,team offsite
2058,2024-05-25,Marketing,training,2692.52,job board
2059,2024-03-10,People,events,3587.42,training course
2060,2023-08-01,Sales,software,3676.13,team offsite
2061,2024-03-30,Operations,travel,224.06,job board
2062,2023-09-28,Product,events,3039.48,cloud overage
2063,2024-12-05,Sales,software,89.21,conference travel
2064,2024-01-21,People,cloud,3500.54,conference travel
2065,2024-05-23,Operations,office,3173.45,cloud overage
2066,2024-06-18,Finance,software,1232.84,cloud overage
2067,2024-04-04,Product,training,3474.51,cloud overage
2068,2024-07-04,Engineering,training,3978.57,cloud overage
2069,2024-06-02,Operations,recruiting,3669.4,job board
2070,2024-11-01,People,travel,2896.88,client dinner
2071,2024-08-20,People,office,1750.85,laptop
2072,2023-10-17,People,recruiting,2439.99,client dinner
2073,2024-05-01,Operations,cloud,1852.84,training course
2074,2023-07-25,Support,office,616.55,conference travel
2075,2024-07-08,Support,recruiting,1030.02,laptop
2076,2024-12-09,Product,travel,1764.83,laptop
2077,2024-03-11,Finance,training,1486.79,client dinner
2078,2023-10-16,Sales,training,3864.29,cloud overage
2079,2024-07-21,Operations,cloud,1341.84,cloud overage
2080,2024-02-25,Engineering,recruiting,942.53,client dinner
2081,2024-11-16,Support,office,1423.65,laptop
2082,2024-05-12,Engineering,recruiting,2637.2,conference travel
2083,2023-11-28,Marketing,software,1002.63,conference travel
2084,2024-08-26,Marketing,travel,991.89,laptop
2085,2024-06-25,Operations,office,2819.46,cloud overage
2086,2024-10-26,Sales,training,3487.64,conference travel
2087,2023-09-24,Sales,travel,2083.15,conference travel
2088,2023-12-23,Marketing,training,3873.42,job board
2089,2023-07-08,Support,recruiting,2752.94,training course
2090,2024-06-02,Sales,training,3047.89,job board
2091,2024-12-05,Finance,training,284.37,client dinner
2092,2024-04-18,Support,software,263.6,laptop
2093,2023-07-14,Finance,recruiting,1761.6,cloud overage
2094,2024-07-11,Support,office,2148.2,cloud overage
2095,2024-09-15,Sales,office,3353.63,client dinner
2096,2024-06-23,Sales,software,3854.48,laptop
2097,2024-07-22,Product,office,877.51,training course
2098,2024-05-18,Sales,office,1522.49,job board
2099,2024-06-10,Support,office,1112.11,team offsite
2100,2023-11-18,Support,office,366.55,job board
2101,2023-08-22,Engineering,software,1488.65,training course
2102,2024-01-28,Product,software,754.56,training course
2103,2024-02-25,Engineering,cloud,903.45,conference travel
2104,2024-08-18,Engineering,events,1187.48,conference travel
2105,2024-07-09,Operations,cloud,3172.94,job board
2106,2023-12-22,Finance,cloud,2548.69,training course
2107,2024-11-15,Marketing,training,1736.43,team offsite
2108,2023-08-04,Operations,office,1728.03,team offsite
2109,2024-11-08,Product,software,2455.29,cloud overage
2110,2024-05-14,Operations,cloud,3147.8,cloud overage
2111,2023-10-27,Product,recruiting,484.4,cloud overage
2112,2023-09-16,Engineering,office,974.38,conference travel
2113,2024-01-29,Finance,cloud,83.7,training course
2114,2023-10-21,Operations,training,144.28,training course
2115,2024-04-29,Finance,office,183.5,job board
2116,2023-08-19,Operations,software,1234.2,laptop
2117,2024-11-03,Engineering,cloud,1455.09,conference travel
2118,2024-04-22,People,cloud,2992.42,training course
2119,2024-04-07,Marketing,office,3575.81,conference travel
2120,2023-12-24,Operations,events,317.68,laptop
2121,2023-10-07,Finance,office,3461.04,training course
2122,2023-07-02,Operations,cloud,472.92,client dinner
2123,2023-07-13,Product,travel,166.89,conference travel
2124,2023-09-16,Support,events,1887.53,laptop
2125,2024-05-19,Marketing,recruiting,3765.92,team offsite
2126,2024-12-13,Support,cloud,540.28,job board
2127,2024-08-01,Sales,travel,933.55,job board
2128,2023-08-12,Operations,office,1028.85,cloud overage
2129,2024-02-10,Operations,events,3562.02,cloud overage
2130,2024-02-02,Operations,cloud,1948.34,conference travel
2131,2023-07-08,Finance,recruiting,1464.75,training course
2132,2024-03-14,Engineering,software,1145.45,laptop
2133,2023-08-16,People,software,3785.11,team offsite
2134,2024-03-05,Finance,cloud,961.86,job board
2135,2023-12-26,Engineering,cloud,3425.41,conference travel
2136,2024-10-30,People,software,1308.91,client dinner
2137,2024-01-12,Finance,cloud,3888.24,conference travel
2138,2024-04-04,Engineering,office,3595.24,job board
2139,2024-07-08,Operations,events,84.46,job board
2140,2024-01-19,Operations,travel,3513.85,team offsite
2141,2024-07-18,Finance,software,697.79,client dinner
2142,2024-12-13,People,events,668.55,team offsite
2143,2024-02-17,People,training,1220.02,cloud overage
2144,2024-01-31,Engineering,travel,3969.25,client dinner
2145,2024-06-04,Marketing,cloud,3814.68,conference travel
2146,2024-05-02,Engineering,recruiting,618.8,conference travel
2147,2023-07-24,Marketing,travel,2725.28,client dinner
2148,2024-08-06,Support,training,767.98,conference travel
2149,2024-03-23,People,events,3510.67,conference travel
2150,2023-10-25,Sales,office,2637.62,team offsite
2151,2024-12-20,Engineering,events,2660.24,conference travel
2152,2024-09-05,Support,office,3676.08,laptop
2153,2023-07-26,Support,events,2955.26,job board
2154,2023-10-14,Sales,recruiting,3726.71,team offsite
2155,2024-05-26,Engineering,events,1375.31,job board
2156,2024-12-11,Finance,events,1600.79,training course
2157,2024-04-11,Operations,office,3577.69,cloud overage
2158,2024-08-11,People,cloud,2068.83,conference travel
2159,2024-07-11,Finance,office,2428.51,cloud overage
2160,2024-05-19,Product,cloud,3876.73,team offsite
2161,2024-09-22,Product,training,3804.28,job board
2162,2024-09-23,Finance,software,2697.79,conference travel
2163,2024-09-25,Support,training,1497.58,cloud overage
2164,2024-07-12,Marketing,cloud,3944.69,conference travel
2165,2024-06-26,People,cloud,3399.22,conference travel
2166,2024-08-29,Marketing,training,2943.69,conference travel
2167,2023-09-03,Support,recruiting,3214.56,team offsite
2168,2024-09-02,Marketing,office,1792.98,team offsite
2169,2024-02-21,Product,events,3505.32,laptop
2170,2024-08-23,Marketing,software,175.39,job board
2171,2023-08-11,Sales,software,2412.73,cloud overage
2172,2024-08-30,Product,recruiting,265.44,training course
2173,2024-05-05,Marketing,training,1078.02,cloud overage
2174,2024-05-16,Marketing,events,2266.64,laptop
2175,2024-02-08,People,training,3385.91,job board
2176,2023-11-09,Finance,cloud,981.3,team offsite
2177,2024-06-07,Product,recruiting,258.82,conference travel
2178,2024-12-18,Support,recruiting,3127.4,laptop
2179,2024-09-03,People,software,1988.11,cloud overage
2180,2024-05-04,Product,events,1033.29,training course
2181,2023-07-10,Marketing,office,3762.18,team offsite
2182,2024-06-27,Operations,cloud,1593.91,client dinner
2183,2024-03-06,Sales,events,1474.33,conference travel
2184,2024-02-28,People,events,2768.59,client dinner
2185,2024-07-20,People,events,860.64,client dinner
2186,2023-07-12,People,software,371.04,conference travel
2187,2024-07-06,Engineering,recruiting,1119.0,training course
2188,2023-10-31,Product,recruiting,847.39,laptop
2189,2024-09-19,Finance,cloud,3476.54,team offsite
2190,2024-11-08,Support,travel,1332.47,laptop
2191,2024-05-09,Engineering,cloud,3217.46,client dinner
2192,2023-09-05,Marketing,events,2377.3,team offsite
2193,2024-04-30,Operations,software,3681.15,laptop
2194,2024-09-25,People,software,3996.63,client dinner
2195,2024-12-06,Marketing,office,505.72,team offsite
2196,2024-03-01,Finance,recruiting,2509.09,laptop
2197,2023-10-23,Product,software,3177.23,client dinner
2198,2024-09-17,Support,office,3550.55,job board
2199,2024-10-02,Marketing,travel,1820.12,client dinner
2200,2024-09-04,Engineering,training,2545.93,job board
2201,2023-10-17,Support,cloud,1192.51,team offsite
2202,2024-05-03,Sales,cloud,1859.25,cloud overage
